,Handle,Title,Type,description,craft,fabric,color,Product Types,Description
855,ansa-saree,Ansa Saree Set,Saree Set,Featuring a clay white zari hand embroidred georgette saree paired with a raw silk applique embroidered blouse.,"Zardozi Embroidery, Applique Work","Silk, Georgette, Raw Silk",White,Saree Set,"The dress is a light beige saree with a delicate floral pattern subtly visible throughout the fabric, and it features an ornate gold embroidered border along the edges.
"
856,bahira-saree,Bahira Saree Set,Saree Set,"Featuring a pearl white saree in tulle with mukaish, applique and resham hand work paired with a raw silk embroidered blouse.","Zardozi Embroidery, Mukaish Work, Applique Work","Tulle, Raw Silk",White,Saree Set,"The dress is a sheer, off-white saree with gold sequin embellishments scattered throughout, featuring an ornate gold border with intricate detailing along the edges.
"
857,marget-saree,Marget Saree Set,Saree Set,Featuring a pearl white applique work saree in georgette with metallic hand work. Paired with a raw silk embroidered blouse.,"Zardozi Embroidery, Applique Work","Silk, Georgette, Raw Silk",White,Saree Set,"The dress is a light, off-white saree with a decorative silver and gold embroidered border along the edges, the blouse is a matching color with similar embroidery on the sleeves and neckline.
"
858,naghmah-saree,Naghmah Saree Set,Saree Set,Featuring a sage green embroidered saree in georgette with metallic hand work paired with a raw silk embroidered blouse.,Zardozi Embroidery,"Silk, Georgette, Raw Silk",Green,Saree Set,
859,naazneen-saree,Naazneen Saree Set,Saree Set,Featuring a cosmic black embroidered saree in georgette with metallic hand work paired with a raw silk embroidered blouse.,Zardozi Embroidery,"Silk, Georgette, Raw Silk",Black,Saree Set,"The dress is a black saree with a sheer pallu, featuring intricate gold floral embroidery along the borders of the saree and the short-sleeved blouse, the blouse has a boat neck design.
"
860,jahanara-anarkali-set,Jahanara Anarkali Set,Anarkali Set,Mid length anarkali with long on sleeves and embroidery on the yoke. Paired with a salwar.,"Thread Embroidery, Zari Work",Cotton,Uncategorized,Anarkali Set,"The dress is a light green Anarkali-style kurta with long sleeves, featuring delicate floral embroidery in pastel shades of pink, blue, and white, the kurta has a round neckline with a short placket and the skirt portion is flared with tiered ruffles at the hem.
"
861,furozan-tunic-set,Furozan Tunic Set,Tunic Set,This set features a multi-color fabric applique work top paired with a high waist pant.,Applique Work,Cotton,Uncategorized,Tunic Set,"The outfit features a sleeveless top with a patchwork design in pastel shades of pink, blue, yellow, and gray, adorned with floral embroidery, paired with high-waisted, off-white trousers that have front pockets trimmed with light blue detailing and a decorative band with geometric patterns at the hem.
"
862,mohwish-tunic-set,Mohwish Tunic Set,Tunic Set,This set features tunic fitted at the waist with multi-color fabric patch work pants.,Applique Work,Cotton,Uncategorized,Tunic Set,"The dress is a light gray, short-sleeved tunic with a wide, round neckline and floral embroidery in pastel shades of pink, blue, and green around the neckline, waist, and hem.
"
863,paisley-kurta-set,Paisley Kurta Set,Kurta Set,This set features a front open mid-length paneled kurta paired with bell bottom pants and an embroidered dupatta.,Dori Work,Cotton,Uncategorized,Kurta Set,"The dress is a light yellow two-piece suit consisting of a tunic and pants, featuring white embroidered detailing along the center of the tunic, on the sleeves, and a paisley design on the upper right side of the tunic and on the lower part of the pants.
"
864,kashida-jumpsuit,Kashida Jumpsuit,Jumpsuit,Linen jumpsuit enhanced with frill trims.,Applique Work,Linen,Uncategorized,Jumpsuit,"The dress is an off-white jumpsuit with a V-neckline, short flutter sleeves, a thin waist tie, green floral embroidery on the upper bodice, and ruffled trim down the outer sides of the wide legs.
"
865,hushaima-anarkali-set,Hushaima Anarkali Set,Anarkali Set,This set features a long anarkali with an embroidered yoke and embroidered pants.,Applique Work,Cotton,Uncategorized,Anarkali Set,
866,daania-tunic,Daania Tunic Set,Tunic Set,Jute top with applique work and kalis on the side.,Applique Work,"Cotton, Jute",Uncategorized,Tunic Set,"The dress is a light blue sleeveless top with ruffles cascading diagonally across the chest and a ruffled hem, featuring a subtle floral embroidery on the upper left shoulder.
"
867,nisreen-anarkali-set,Nisreen Anarkali Set,Anarkali Set,This set features a handloom cotton long anarkali enhanced with an embroidered dupatta and a churidar.,Thread Embroidery,Cotton,Uncategorized,Anarkali Set,"The dress is a light cream-colored Anarkali suit with long, sheer sleeves, featuring floral embroidery in pink and green around the neckline and bodice, as well as along the edges of the dupatta, and has a flowing, A-line silhouette with subtle floral detailing near the hem.
"
868,sharleez-kurta-set,Sharleez Kurta Set,Kurta Set,"This set features a jute kurta with embroidery on the neckline, silk organza dupatta and a pair of cutwork pants.",Thread Embroidery,"Cotton, Organza, Silk",Uncategorized,Kurta Set,
869,zuhur-tunic,Zuhur Tunic Set,Tunic Set,Off-shoulder cutwork detail top.,Thread Embroidery,Cotton,Uncategorized,Tunic Set,"The dress is an off-the-shoulder, long-sleeved top in a light purple hue, featuring delicate floral embroidery with white and pink accents around the neckline and cuffs, and additional floral detailing on the side.
"
870,safun-anarkali-set,Safun Anarkali Set,Anarkali Set,"This set features a bias paneled kurta with embroidery on the yoke and paisley pattern motifs on the panel, pants and a dupatta with an embroidered border and lace detailing.",Thread Embroidery,Cotton,Uncategorized,Anarkali Set,"The dress is a light blue, semi-sheer kurta with a mandarin collar and three-quarter sleeves, adorned with intricate white floral embroidery around the neckline and down the front, paired with matching light blue pants and a dupatta with a delicate white border.
"
871,azmina-kurta-set,Azmina Kurta Set,Kurta Set,This set features an overlap pleated embroidered kurta paired with fitted pants.,Thread Embroidery,Cotton,Uncategorized,Kurta Set,"The dress is a light pink, wrap-style dress with short sleeves that have buttoned cuffs, it features white floral embroidery along the V-neckline and scattered on the skirt, the skirt has pleats at the waist and an asymmetrical hemline with a white trim.
"
872,zahoor-tunic,Zahoor Shirt,Shirt,A must have wardrobe staple. This is a classic basic shirt enhanced with frill detailing.,Dori Work,Linen,Uncategorized,Uncategorized,"The dress is a light pink, long-sleeved button-down shirt with a ruffled placket and white floral embroidery along the front panels and sleeves.
"
873,ruhab-tunic-set,Ruhab Tunic Set,Tunic Set,This set features a mid-length tunic enhanced with dori work on the waist. Paired with embroidered tulip pants.,Dori Work,Cotton,Uncategorized,Tunic Set,"The light green dress features a V-neckline and long sleeves, adorned with white embroidered detailing along the neckline, a horizontal band at the midriff, and the sleeve cuffs, the dress also has a white paisley design on the lower front and a ruffled hem.
"
874,adeeba-tunic,Adeeba Tunic Set,Tunic Set,A staple for every wardrobe. This linen cotton top is accentuated with silk thread embroidery on the collar and sleeves. Pair it with your favorite separates.,Cut Work,Linen,Uncategorized,Tunic Set,"The dress is a light blue, semi-sheer blouse with a layered front panel design, a scalloped collar, button-down closure, long sleeves with floral embroidered cuffs, and a floral embroidered hem.
"
875,shiya-tunic,Shiya Top,Top,A staple for every wardrobe. This handloom cotton top is embraced with silk thread embroidery on the yoke. Pair it with your favorite separates.,Cut Work,Linen,Uncategorized,Uncategorized,
876,sanaz-kurta-set,Sanaz Kurta Set,Kurta Set,"This set features a kurta with cutwork on the hem and neckline, salwar and a dupatta with lace trims.",Cut Work,Linen,Uncategorized,Kurta Set,"The ensemble features a light green kurta with a round neckline and a buttoned placket, adorned with delicate floral embroidery on the sleeves and scattered throughout the fabric, complemented by an ornate paisley and floral border at the hem with a scalloped edge, paired with a light cream-colored dupatta featuring small floral motifs and a scalloped border.
"
877,shyna-kurta-set,Shyna Kurta Set,Kurta Set,Featuring a straight kurta matched with a cutwork dupatta and ankle length pants.,Cut Work,Cotton,Uncategorized,Kurta Set,"The dress is a light purple, three-piece salwar kameez suit featuring a long, straight-cut kurta with a center slit and scalloped hem, intricate floral embroidery around the neckline, full sleeves with scalloped cuffs, paired with matching wide-legged pants and a sheer dupatta with scalloped edges and delicate floral embroidery.
"
878,sifa-tunic-set,Sifa Tunic Set,Tunic Set,"A staple for every wardrobe, this handloom cotton crop top is embraced with resham thread embroidery and a beautiful back detailing. You can pair it with your favorite separates.",Thread Embroidery,Cotton,Uncategorized,Tunic Set,"The dress is a three-piece set in a light cream color, featuring a V-neck top with a drawstring waist adorned with tassel details, wide-legged pants with scalloped hems and floral embroidery, and a long, open-front jacket with paisley and floral embroidery along the edges.
"
879,karimah-kurta-set,Karimah Kurta Set,Kurta Set,"It has an emphasis on yoke with resham thread embroidery, paired with a salwar.",Thread Embroidery,Cotton,Uncategorized,Kurta Set,"The dress is an off-white, long-sleeved kurta with a mandarin collar and a V-neck opening, featuring floral and paisley embroidery in shades of pink, purple, and green along the front and on the sleeves.
"
880,ubah-tunic-set,Ubah Tunic Set,Tunic Set,It has a linen base with gathers on the empire. Enhanced with resham thread embroidery and paired with straight pants.,Thread Embroidery,Linen,Uncategorized,Tunic Set,
881,ersheen-saree,Ersheen Saree Set,Saree Set,A halter blouse matched with a linen summer saree. Beautifully embroidered with applique work.,Applique Work,Linen,Uncategorized,Saree Set,"The dress is an off-white saree with a halter neck blouse, adorned with pink floral embroidery and green vine-like patterns, finished with a light green border.
"
